Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/R3/BPPC_2_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_8.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_2_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,537,537,537,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_8.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_2_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,442,442,442,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_8.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_2_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,342,342,342,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_8.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1301,1301,1301,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1022,1022,1022,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,904,904,904,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,868,868,868,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,740,740,740,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,676,676,676,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,558,558,558,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,429,429,429,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_2_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,326,326,326,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_9.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1337,1337,1337,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1166,1166,1166,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,951,951,951,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,886,886,886,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,728,728,728,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,615,615,615,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,523,523,523,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,425,425,425,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_2_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,322,322,322,certificates/bettinelli2017/bettinelli2017/R3/BPPC_2_0_10.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1539,1539,1539,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1206,1206,1206,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1102,1102,1102,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,999,999,999,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,867,867,867,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,727,727,727,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,629,629,629,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,506,506,506,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,421,421,421,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_1.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1376,1376,1376,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1256,1256,1256,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1133,1133,1133,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,939,939,939,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,892,892,892,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,737,737,737,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,615,615,615,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,496,496,496,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,358,358,358,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_2.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1437,1437,1437,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1294,1294,1294,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1139,1139,1139,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,977,977,977,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,845,845,845,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,764,764,764,
bettinelli2017/R3/BPPC_3_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,668,668,668,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,518,518,518,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_3.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1460,1460,1460,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1267,1267,1267,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1148,1148,1148,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,967,967,967,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,832,832,832,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,740,740,740,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,520,520,520,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,368,368,368,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_4.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1366,1366,1366,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1293,1293,1293,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1079,1079,1079,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,979,979,979,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,821,821,821,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,736,736,736,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,627,627,627,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,478,478,478,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_5.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1476,1476,1476,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1206,1206,1206,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1106,1106,1106,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,947,947,947,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,883,883,883,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,718,718,718,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,611,611,611,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,485,485,485,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,357,357,357,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_6.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1318,1318,1318,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1241,1241,1241,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1165,1165,1165,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,943,943,943,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,830,830,830,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,705,705,705,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,588,588,588,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,548,548,548,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,353,353,353,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_7.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1431,1431,1431,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1321,1321,1321,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1173,1173,1173,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,979,979,979,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,809,809,809,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,713,713,713,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,638,638,638,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,511,511,511,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,417,417,417,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_8.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1429,1429,1429,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1242,1242,1242,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1184,1184,1184,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,987,987,987,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,865,865,865,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,716,716,716,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,630,630,630,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,485,485,485,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_9.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1419,1419,1419,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1336,1336,1336,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1145,1145,1145,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,992,992,992,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,904,904,904,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.5_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,738,738,738,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,596,596,596,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,486,486,486,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_3_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,373,373,373,certificates/bettinelli2017/bettinelli2017/R3/BPPC_3_0_10.txt_0.9_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1621,1621,1621,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1447,1447,1447,
bettinelli2017/R3/BPPC_4_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1297,1297,1297,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1122,1122,1122,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,976,976,976,
bettinelli2017/R3/BPPC_4_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,838,838,838,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.6_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,715,715,715,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.7_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,590,590,590,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_1.txt_0.8_solution.txt
bettinelli2017/R3/BPPC_4_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,435,435,435,
bettinelli2017/R3/BPPC_4_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1589,1589,1589,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.1_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1515,1515,1515,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.2_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1321,1321,1321,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.3_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1117,1117,1117,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.4_solution.txt
bettinelli2017/R3/BPPC_4_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,976,976,976,certificates/bettinelli2017/bettinelli2017/R3/BPPC_4_0_2.txt_0.5_solution.txt
